"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"E  CN125","FY19","FY19","K","Brooklyn",48,"","Deutsch","GRADY HIGH SCHOOL","FIELD LIGHTS","E  D001",400000
"E  CN126","FY19","FY19","Q","Queens",30,"","Holden","GROVER CLEVELAND HIGH SCHOOL (24Q485)","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN127","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","GYM UPGRADE FOR 28Q008","RENOVATIONS WILL UPGRADE THE FLOORING, BLEACHERS","E  D001",355000
"E  CN128","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","GYMNASIUM FLOOR UPGRADE FOR 29Q059","PROJECT WILL UPGRADE THE GYMNASIUM FLOOR","E  D001",100000
"E  CN129","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","GYMNASIUM UPGRADE FOR CAMPUS MAGNET COMPLEX","PROJECT WILL PROVIDE UPGRADES TO THE AUDITORIUM AT 29Q490","E  D001",400000
"E  CN130","FY19","FY19","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Levine","HAMILTON GRANGE MIDDLE SCHOOL","PURCHASE OF 7 SMARTBOARDS","E  D001",70000
"E  CN131","FY19","FY19","X","Bronx",8,"","Ayala","HEALTH OPPORTUNITIES HIGH SCHOOL (07X670) - TECHNOLOGY","TECHNOLOGY UPGRADE FOR HEALTH OPPORTUNTIES HIGH SCHOOL","E  D001",150000
"E  CN132","FY19","FY19","X","Bronx",13,"","Gjonaj","HERBERT H. LEHMAN HIGH SCHOOL:UPGRADE","TECHNOLOGY PURCHASES","E  D001",100000
"E  CN133","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","HIGH SCHOOL FOR CIVIL RIGHTS (19K504) - TECHNOLOGY","COMPUTER CARTS, SMARTBOARDS & PRINTERS.","E  D001",180000
"E  CN134","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES - TECHNOLOGY","TECHNOLOGY","E  D001",100000
"E  CN135","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","HIGH SCHOOL OF APPLIED COMMUNICATION","TECHNOLOGY UPGRADES","E  D001",35000
"E  CN136","FY19","FY19","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Johnson","HIGH SCHOOL OF FASHION INDUSTRIES (02M600)","A+ STEM/LAPTOP CART","E  D001",50000
"E  CN137","FY19","FY19","X","Bronx",13,"","Gjonaj","HIGH SCHOOL OF LANGUAGE AND INNOVATION: UPGRADE","TECHNOLOGY PURCHASES","E  D001",100000
"E  CN138","FY19","FY19","Q","Queens",28,"","Adams","HOME INSTRUCTION SCHOOLS -TECHNOLOGY","TECHNOLOGY FOR HOME INSTRUCTION SCHOOLS IN CD28 (75M501)","E  D001",75000
"E  CN139","FY19","FY19","X","Bronx",11,"","Cohen","HS FOR TEACHING & PROFESSIONS TECHNOLOGY","GENERAL TECHNOLOGY GRANT","E  D001",40000
"E  CN140","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","HUNGERFORD SCHOOL - TECHNOLOGY","TECHNOLOGY (PRINCIPAL MARY MCINERNEY)","E  D001",50000
"E  CN141","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","HUNTERS POINT COMMUNITY MIDDLE SCHOOL","TECHNOLOGY UPGRADES","E  D001",35000
"E  CN142","FY19","FY19","X","Bronx",15,"","Torres","I.S 254 (10X254) - TECHNOLOGY","LAPTOPS IN SCHOOL","E  D001",35000
"E  CN143","FY19","FY19","X","Bronx",15,"","Torres","I.S 254 (10X254) - TECHNOLOGY","SMARTBOARDS IN SCHOOL","E  D001",35000
"E  CN144","FY19","FY19","Q","Queens",21,"Elmhurst, Corona","Moya","I.S. 061 LEONARDO DA VINCI - 24Q061- TECHNOLOGY","TECHNOLOGY","E  D001",100000
"E  CN145","FY19","FY19","Q","Queens",30,"","Holden","I.S. 093 RIDGEWOOD (24Q093)","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN146","FY19","FY19","Q","Queens",30,"","Holden","I.S. 119 THE GLENDALE (24Q119)","AUDITORIUM UPGRADES","E  D001",350000
"E  CN147","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","I.S. 125Q","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN148","FY19","FY19","X","Bronx",18,"","Diaz Sr.","I.S. 125X - SUPPLEMENTAL COOLING","FY17 RESO A SUPPLEMENTAL COOLING (GYM & CAFETERIA)","E  D001",496000
"E  CN149","FY19","FY19","X","Bronx",18,"","Diaz Sr.","I.S. 127X- AUDITORIUM UPGRADE","FY18 RESO A AUDITORIUM  UPGRADE","E  D001",450000
"E  CN150","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","I.S. 2 - TECHNOLOGY","TECHNOLOGY IS 2  (PRINCIPAL ADIENNE STALLONE)","E  D001",75000
"E  CN151","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","I.S. 204Q OLIVER W. HOLMES","TECHNOLOGY UPGRADES","E  D001",70000
"E  CN152","FY19","FY19","K","Brooklyn",46,"","Maisel","I.S. 211","TECHNOLOGY UPGRADE","E  D001",125000
"E  CN153","FY19","FY19","Q","Queens",21,"Elmhurst, Corona","Moya","I.S. 227 - 30Q227- LOUIS ARMSTRONG - SOUND SYSTEM","SOUND SYSTEM","E  D001",250000
"E  CN154","FY19","FY19","Q","Queens",21,"Elmhurst, Corona","Moya","I.S. 227 - 30Q227- LOUIS ARMSTRONG - TECHNOLOGY","TECHNOLOGY","E  D001",736000
"E  CN155","FY19","FY19","K","Brooklyn",47,"","Treyger","I.S. 228 DAVID A. BOODY (21K228) - TECHNOLOGY","TECHNOLOGY","E  D001",100000
"E  CN156","FY19","FY19","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","I.S. 237Q","DOOR REPLACEMENT","E  D001",100000
"E  CN157","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","I.S. 25 Q","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN158","FY19","FY19","K","Brooklyn",46,"","Maisel","I.S. 278","REPLACE HALLWAY AND CORRIDOR FLOORING","E  D001",150000
"E  CN159","FY19","FY19","K","Brooklyn",47,"","Treyger","I.S. 281 (21K281) - AUDITORIUM UPGRADE, INCLUDING SUPPLEMENTAL COOLING","ADDITIONAL FUNDING FOR AUDITORIUM UPGRADE, INCLUDING SUPPLEMENTAL COOLING.","E  D001",400000
"E  CN160","FY19","FY19","K","Brooklyn",47,"","Treyger","I.S. 303 (21K303) - TECHNOLOGY","TECHNOLOGY","E  D001",100000
"E  CN161","FY19","FY19","K","Brooklyn",41,"Canarsie, Flatlands, Georgetown, Mill Basin","Ampry-Samuel","I.S. 484 (K484)","SCIENCE LAB UPGRADES","E  D001",250000
"E  CN162","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","I.S. 51 - PLAYGROUND UPGRADE","PLAYGROUND  IS 51 (PRINCIPAL NICHOLAS MELE)","E  D001",75000
"E  CN163","FY19","FY19","K","Brooklyn",40,"Bay Ridge, Dyker Heights, Fort Hamilton","Eugene","I.S. 62 NEW HVAC UNIT","NEW HVAC UNIT FOR PUBLIC ASSEMBLY SPACE AT I.S. 62","E  D001",450000
"E  CN164","FY19","FY19","K","Brooklyn",46,"","Maisel","I.S. 68","LIBRARY UPGRADE","E  D001",150000
"E  CN165","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","I.S. 72 - TECHNOLOGY","TECHNOLOGY UPGRADES IS 72 (PRINCIPAL PETER MACELLARI)","E  D001",75000
"E  CN166","FY19","FY19","Q","Queens",30,"","Holden","I.S. 73 THE FRANK SANSIVIERI INTERMEDIATE (24Q073)","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN167","FY19","FY19","Q","Queens",30,"","Holden","I.S. 73 THE FRANK SANSIVIERI INTERMEDIATE (24Q073)","COOLING PROJECT (NOT WINDOW AC)","E  D001",130000
"E  CN168","FY19","FY19","K","Brooklyn",46,"","Maisel","I.S. 78","DANCE STUDIO ENHANCEMENT","E  D001",150000
"E  CN169","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","INFORMATION TECHNOLOGY HIGH SCHOOL","TECHNOLOGY UPGRADES","E  D001",45000
"E  CN170","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","INSTITUTE FOR COLLABORATIVE EDUCATION (02M407) - TECHNOLOGY","TECHNOLOGY","E  D001",35000
"E  CN171","FY19","FY19","K","Brooklyn",47,"","Treyger","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE (21K337) - TECHNOLOGY","TECHNOLOGY","E  D001",35000
"E  CN172","FY19","FY19","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","IS 109Q ELECTRIC UPGRADES","TO HELP FUND THE UPGRADE OF THE ELECTRICAL SYSTEM","E  D001",150000
"E  CN173","FY19","FY19","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Levine","IS 210M","LAPTOP AND SMARTBOARD PURCHASE","E  D001",75000
"E  CN174","FY19","FY19","X","Bronx",14,"","Cabrera","IS 232 AUDITORIUM UPGRADES","MACOMBS EDUCATIONAL CAMPUS (IS 232). AUDITORIUM UPGRADES:  CHAIRS, CURTAINS (STAGE & WINDOWS), STAGE FLOOR TILE PROJECTOR, SOUND SYSTEM, PAINT & SPLIT AC SYSTEM","E  D001",400000
"E  CN175","FY19","FY19","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Espinal","IS 291 (32K291)-- WEIGHT/EXCERSIE ROOM UPGRADE","WEIGHT/EXERCISE ROOM UPGRADE FOR IS 291 CAMPUS.","E  D001",400000
"E  CN176","FY19","FY19","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","IS 5 THE WALTER CROWLEY INTERMEDIATE SCHOOL (24Q005)","TECHNOLOGY PURCHASES","E  D001",350000
"E  CN177","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","IS24 R GYMNASIUM UPGRADE","FUNDS WILL BE USED TO UPGRADE A GYMNASIUM AT THIS SCHOOL.","E  D001",200000
"E  CN178","FY19","FY19","K","Brooklyn",43,"","Brannan","IS259K- AUDITORIUM","AUDITORIUM","E  D001",500000
"E  CN179","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","IS34 R TECHNOLOGY","FUNDS WILL BE USED TO PURCHASE TECHNOLOGY.","E  D001",50000
"E  CN180","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","IS7 R GYMNASIUM UPGRADE","FUNDS WILL BE USED TO UPGRADE A GYMNASIUM AT THIS SCHOOL.","E  D001",250000
"E  CN181","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","IS72 R TECHNOLOGY","FUNDS WILL BE USED TO PURCHASE TECHNOLOGY.","E  D001",50000
"E  CN182","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","IS75 R GREENHOUSE","FUNDS WILL BE USED TO SUPPORT THE CONSTRUCTION OF A GREENHOUSE AT THIS SCHOOL.","E  D001",175000
"E  CN183","FY19","FY19","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","JACKIE ROBINSON ALTERNATIVE EDUCATION COMPLEX - WATER FOUNTAINS","WATER FOUNTAINS UPGRADE","E  D001",40000
"E  CN184","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","J.H.S. 104 SIMON BARUCH (02M104) - HVAC UPGRADE","HVAC UPGRADE","E  D001",100000
"E  CN185","FY19","FY19","X","Bronx",13,"","Gjonaj","J.H.S. 144 MICHELANGELO: UPGRADE","TECHNOLOGY PURCHASES","E  D001",100000
"E  CN186","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","J.H.S. 185 Q","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN187","FY19","FY19","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","J.H.S. 189Q","ELECTRICAL UPGRADE","E  D001",100000
"E  CN188","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","J.H.S. 194 Q","GYMNASIUM UPGRADE","E  D001",300000
"E  CN189","FY19","FY19","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Johnson","JAMES BALDWIN SCHOOL (02M313)","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN190","FY19","FY19","K","Brooklyn",46,"","Maisel","JAMES MADISON HIGH SCHOOL","TECHNOLOGY UPGRADE","E  D001",75000
"E  CN191","FY19","FY19","X","Bronx",18,"","Diaz Sr.","JAMES MONROE HIGH SCHOOL CAMPUS  - HIGH SCHOOL OF WORLD CULTURES - JAME","CAFETERIA RENOVATION","E  D001",400000
"E  CN192","FY19","FY19","X","Bronx",11,"","Cohen","JFK HS CAMPUS IRRIGATION SYSTEM","FUNDS TO BE USED TOWARD JFK HS CAMPUS IRRIGATION SYSTEM PROJECT","E  D001",200000
"E  CN193","FY19","FY19","Q","Queens",29,"","Koslowitz","JHS157Q TECHNOLOGY PURCHASES","TECHNOLOGY UPGRADES FOR JHS157Q HALSEY","E  D001",200000
"E  CN194","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","JOHN BOWNE HIGH SCHOOL - AUDITORIUM UPGRADES","FUNDS TO UPGRADE AUDITORIUM. UNDERFUNDED FY18 PROJECT #109811.","E  D001",107000
"E  CN195","FY19","FY19","K","Brooklyn",47,"","Treyger","JOHN DEWEY HIGH SCHOOL (21K540) - CULINARY ARTS KITCHEN UPGRADES","ADDITIONAL FUNDING FOR CULINARY ARTS KITCHEN UPGRADES.","E  D001",300000
"E  CN196","FY19","FY19","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","JOHN ERICSSON MIDDLE SCHOOL 126","COOLING PROJECT","E  D001",75000
"E  CN197","FY19","FY19","K","Brooklyn",39,"Flatbush, Midwood, Kensington","Lander","JOHN W. KIMBALL LEARNING CENTER- TECHNOLOGY","TECHNOLOGY","E  D001",35000
"E  CN198","FY19","FY19","K","Brooklyn",41,"Canarsie, Flatlands, Georgetown, Mill Basin","Ampry-Samuel","K396 SPED (K396)","IPDVS CAMERA INSTALLATION","E  D001",179000
"E  CN199","FY19","FY19","X","Bronx",15,"","Torres","KAPPA III (12X316) - TECHNOLOGY","LAPTOPS IN SCHOOL","E  D001",35000
"E  CN200","FY19","FY19","K","Brooklyn",47,"","Treyger","KINGSBOROUGH EARLY COLLEGE SECONDARY SCHOOL (21K468) - TECHNOLOGY","TECHNOLOGY","E  D001",50000
"E  CN201","FY19","FY19","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Johnson","LAB SCHOOL (02M312)","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN202","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","LAPTOPS AND LAPTOP CARTS FOR 29Q147","PROJECT WILL PROVIDE LAPTOPS AND LAPTOP CARTS FOR PS/IS 147 Q","E  D001",98000
"E  CN203","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","LAPTOPS FOR 29Q243","PROJECT WILL PROVIDE LAPTOPS FOR THE INSTITUTE FOR HEALTH PROFESSIONS","E  D001",85000
"E  CN204","FY19","FY19","X","Bronx",12,"","King","LEADERS OF TOMORROW","TECHNOLOGY","E  D001",100000
"E  CN205","FY19","FY19","K","Brooklyn",47,"","Treyger","LIBERATION DIPLOMA PLUS H.S. (21K728) - GYMNASIUM UPGRADE","ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE, INCLUDING SUPPLEMENTAL COOLING.","E  D001",400000
"E  CN206","FY19","FY19","Q","Queens",22,"Forest Hills, Rego Park","Constantinides","LIC HS HYDROPONIC SCIENCE LAB","INSTALLATION OF HYDROPONIC SCIENCE LEARNING EQUIPMENT AT LONG ISLAND CITY HS","E  D001",250000
"E  CN207","FY19","FY19","K","Brooklyn",47,"","Treyger","LIFE ACADEMY HS FOR FILM AND MUSIC (21K559) - TECHNOLOGY","TECHNOLOGY","E  D001",35000
"E  CN209","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 158 Q","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN210","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 294 Q","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN211","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 294 Q","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN212","FY19","FY19","X","Bronx",13,"","Gjonaj","M.S. X101 EDWARD R. BYRNE: UPGRADE","TECHNOLOGY PURCHASES","E  D001",100000
"E  CN213","FY19","FY19","K","Brooklyn",48,"","Deutsch","MADISON HS","MODERN WATER FOUNTAINS","E  D001",125000
"E  CN214","FY19","FY19","K","Brooklyn",48,"","Deutsch","MADISON HS","DIGITAL SIGNAGE FOR KIOSKS","E  D001",250000
"E  CN215","FY19","FY19","K","Brooklyn",39,"Flatbush, Midwood, Kensington","Lander","P.S. 118 SCHOOLYARD ACCESSIBILITY AND SAFETY","REPLACE BROKEN GATE, ENABLING GROWING SCHOOL TO UTILIZE PLAYGROUND AS ITS ONLY COMMUNAL, ADA-ACCESSIBLE SPACE","E  D001",200000
"E  CN216","FY19","FY19","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Johnson","MANHATTAN OCCUPATIONAL TRAINING CENTER (PSM721)","GYMNASIUM RENOVATION FOR SPECIAL NEEDS STUDENT","E  D001",350000
"E  CN217","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","MANHATTAN SCHOOL FOR CAREER DEVELOPMENT - TECHNOLOGY","TECHNOLOGY","E  D001",50000
"E  CN218","FY19","FY19","K","Brooklyn",47,"","Treyger","MARK TWAIN I.S. 239 (21K239) - TECHNOLOGY","TECHNOLOGY","E  D001",50000
"E  CN219","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","MARSH AVENUE EXPEDITIONARY LEARNING SCHOOL AUDITORIUM UPGRADE","FUNDS WILL BE USED TO UPGRADE THE AUDITORIUM AT THIS SCHOOL.","E  D001",250000
"E  CN220","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","MARSH AVENUE SCHOOL - TECHNOLOGY","TECHNOLOGY (PRINCIPAL CARA DEANGELO)","E  D001",50000
"E  CN221","FY19","FY19","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Chin","MARTA VALLE HS - CULINARY ARTS CLASSROOM","TO RENOVATE CLASSROOM SPACE TO ALLOW FOR CULINARY ARTS CLASS","E  D001",100000
"E  CN222","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","MARTIN LUTHER KING HIGH SCHOOL COMPLEX","TURF FIELD","E  D001",375000
"E  CN223","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","MARTIN LUTHER KING HIGH SCHOOL COMPLEX","HYDROPONIC LAB","E  D001",200000
"E  CN224","FY19","FY19","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","MARTIN VAN BUREN HIGH SCHOOL LIBRARY PROJECT","COMPLETE SPLIT SYSTEM INSTALLATION IN LIBRARY","E  D001",160000
"E  CN225","FY19","FY19","Q","Queens",30,"","Holden","MASPETH HIGH SCHOOL (24Q585)","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN226","FY19","FY19","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Chin","MECA COMPUTER LAB","TO UPGRADE MANHATTAN EARLY COLLEGE FOR ADVERTISING'S COMPUTER LAB","E  D001",90000
"E  CN227","FY19","FY19","K","Brooklyn",41,"Canarsie, Flatlands, Georgetown, Mill Basin","Ampry-Samuel","MIDDLE SCHOOL FOR ART & PHILOS (K588)","ROOM CONVERSION/PARTITIONING","E  D001",125000
"E  CN228","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR PS 176Q","PROJECT WILL PROVIDE LAPTOP CARTS AND LAPTOPS FOR 29Q176","E  D001",75000
"E  CN229","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR PS 360Q","PROJECT WILL PROVIDE LAPTOP CARTS AND LAPTOPS FOR 29Q892","E  D001",75000
"E  CN230","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR PS 37Q","PROJECT WILL PROVIDE LAPTOP CARTS AND LAPTOPS FOR 29Q037","E  D001",75000
"E  CN231","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR YORK EARLY COLLEGE ACADEMY","PROJECT WILL PROVIDE LAPTOP CARTS AND LAPTOPS FOR 28Q284","E  D001",75000
"E  CN232","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MOBILE SCIENCE CARTS FOR 29Q118","PROJECT WILL PROVIDE TWO MOBILE SCIENCE CARTS","E  D001",50000
"E  CN233","FY19","FY19","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","MOSAIC PREPARATORY ACADEMY (04M375) - WATER FOUNTAINS","WATER FOUNTAINS UPGRADE FOR MOSAIC PREPARATORY ACADEMY","E  D001",40000
"E  CN234","FY19","FY19","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Levine","MOTT HALL I MANHATTAN","TECHNOLOGY UPGRADES","E  D001",35000
"E  CN235","FY19","FY19","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Levine","MOTT HALL II MANHATTAN","AUDITORIUM UPGRADE","E  D001",100000
"E  CN236","FY19","FY19","X","Bronx",13,"","Gjonaj","MOTT HALL IS 192: UPGRADES","TECHNOLOGY PURCHASES","E  D001",100000
"E  CN237","FY19","FY19","K","Brooklyn",41,"Canarsie, Flatlands, Georgetown, Mill Basin","Ampry-Samuel","MOTT HALL IV (K522)","TECHNOLOGY UPGRADE","E  D001",258000
"E  CN238","FY19","FY19","X","Bronx",18,"","Diaz Sr.","MOTT HALL V - BRONX - TECHNOLOGY PURCHASE","PROMETHEAN ACTIV PANELS","E  D001",100000
"E  CN239","FY19","FY19","X","Bronx",8,"","Ayala","MOTT HAVEN LIBRARY - TECHNOLOGY","TECHNOLOGY UPGRADE FOR MOTT HAVEN LIBRARY","E  D001",70000
"E  CN240","FY19","FY19","X","Bronx",14,"","Cabrera","MOUNT EDEN CHILDREN'S ACADEMY - TECHNOLOGY","MOUNT EDEN CHILDREN'S ACADEMY. SMART BOARDS, LAPTOPS, CARTS","E  D001",50000
"E  CN241","FY19","FY19","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","MS 104 SIMON BARUCH - HVAC","HVAC PROJECT","E  D001",150000
"E  CN242","FY19","FY19","X","Bronx",15,"","Torres","MS 118 - THE WILLIAM W. NILES SCHOOL (10X118) - ELECTRICAL UPGRADE","ELECTRICAL UPGRADE","E  D001",1331000
"E  CN243","FY19","FY19","X","Bronx",15,"","Torres","MS 118 - THE WILLIAM W. NILES SCHOOL (10X118) -TECHNOLOGY","LAPTOPS IN SCHOOL","E  D001",35000
"E  CN244","FY19","FY19","X","Bronx",15,"","Torres","MS 118 - THE WILLIAM W. NILES SCHOOL (10X118) -TECHNOLOGY","SMARTBOARDS IN SCHOOL","E  D001",35000
"E  CN245","FY19","FY19","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","MS 167 WAGNER - HVAC","HVAC PROJECT","E  D001",450000
"E  CN246","FY19","FY19","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","MS 172Q  ELECTRIC UPGRADES","TO HELP FUND THE UPGRADE OF THE ELECTRICAL SYSTEM","E  D001",100000
"E  CN247","FY19","FY19","K","Brooklyn",40,"Bay Ridge, Dyker Heights, Fort Hamilton","Eugene","MS 2 COMPUTER LAB UPGRADE","COMPUTER LAB UPGRADE OF 32 STUDENT STATIONS, 1 SERVER, 1 TEACHER STATION AND 1 4-D PRINTER","E  D001",250000
"E  CN248","FY19","FY19","K","Brooklyn",40,"Bay Ridge, Dyker Heights, Fort Hamilton","Eugene","MS 2 SCHOOL LIBRARY UPGRADE","UPGRADE THE EQUIPMENT AND FURNITURE","E  D001",50000
"E  CN249","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","MS 216Q - AUDITORIUM UPGRADES","FUNDS TO UPGRADE SOUND SYSTEM, INSTALL CEILING PROJECTOR, AND REPLACE BROKEN SOUND ABSORBERS.","E  D001",150000
"E  CN250","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","MS 217Q - MS 217 AUDITORIUM UPGRADES","FUNDS FOR INSTALLATION OF NEW AUDITORIUM SEATS.","E  D001",100000
"E  CN251","FY19","FY19","X","Bronx",14,"","Cabrera","MS 244 (THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM)","TECHNOLOGY","E  D001",75000
"E  CN252","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","MS 245 THE COMPUTER SCHOOL","BATHROOM UPGRADE","E  D001",100000
"E  CN253","FY19","FY19","K","Brooklyn",40,"Bay Ridge, Dyker Heights, Fort Hamilton","Eugene","MS 246 BATHROOM UPGRADE","TO RENOVATE THE INTERNAL BATHROOM FACILITIES","E  D001",125000
"E  CN254","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","MS 256","TECHNOLOGY GRANT","E  D001",50000
"E  CN255","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","MS 258","MOBILE SCIENCE CARTS AND TECHNOLOGY UPGRADE","E  D001",150000
"E  CN256","FY19","FY19","K","Brooklyn",39,"Flatbush, Midwood, Kensington","Lander","MS 266","STORAGE AND SOUNDPROOFING IN MUSIC CLASSROOM","E  D001",100000
